id,lat,lng,street_count,geometry
0,22.5405032,114.1045038,3,POINT (114.1045038 22.5405032)
1,22.6903141,114.0493319,3,POINT (114.0493319 22.6903141)
2,22.6765897,114.0485573,3,POINT (114.0485573 22.6765897)
3,22.6814918,114.0503597,3,POINT (114.0503597 22.6814918)
4,22.6850707,114.0466497,3,POINT (114.0466497 22.6850707)
5,22.6818006,114.0463943,3,POINT (114.0463943 22.6818006)
6,22.6784983,114.0481539,3,POINT (114.0481539 22.6784983)
7,22.6881007,114.0494113,3,POINT (114.0494113 22.6881007)
8,22.6831518,114.0528064,3,POINT (114.0528064 22.6831518)
9,22.682382,114.0302102,3,POINT (114.0302102 22.682382)
10,22.530216,114.0034918,3,POINT (114.0034918 22.530216)
11,22.5293131,113.9972635,3,POINT (113.9972635 22.5293131)
12,22.5308944,114.0144321,3,POINT (114.0144321 22.5308944)
13,22.5298415,114.009271,3,POINT (114.009271 22.5298415)
14,22.6495577,113.8262261,3,POINT (113.8262261 22.6495577)
15,22.5381585,114.0937728,3,POINT (114.0937728 22.5381585)
16,22.548977,113.9881356,3,POINT (113.9881356 22.548977)
17,22.5495058,114.1259666,4,POINT (114.1259666 22.5495058)
18,22.5446178,113.9052629,3,POINT (113.9052629 22.5446178)
19,22.545367,113.9043606,3,POINT (113.9043606 22.545367)
20,22.5311913,113.9136106,5,POINT (113.9136106 22.5311913)
21,22.6649452,114.1209625,3,POINT (114.1209625 22.6649452)
22,22.6760886,114.1971458,3,POINT (114.1971458 22.6760886)
23,22.6762232,114.1971201,3,POINT (114.1971201 22.6762232)
24,22.6653098,114.1179575,3,POINT (114.1179575 22.6653098)
25,22.5318095,114.0671931,3,POINT (114.0671931 22.5318095)
26,22.5902018,113.9022082,3,POINT (113.9022082 22.5902018)
27,22.5766619,113.914816,3,POINT (113.914816 22.5766619)
28,22.5680999,113.9234574,4,POINT (113.9234574 22.5680999)
29,22.8005658,114.3280563,3,POINT (114.3280563 22.8005658)
30,22.801035,114.327853,3,POINT (114.327853 22.801035)
31,22.7452944,114.3078142,3,POINT (114.3078142 22.7452944)
32,22.5661821,113.9317428,3,POINT (113.9317428 22.5661821)
33,22.566042,113.9309169,3,POINT (113.9309169 22.566042)
34,22.5579258,113.928851,3,POINT (113.928851 22.5579258)
35,22.555519,113.926097,3,POINT (113.926097 22.555519)
36,22.5555794,113.9225111,4,POINT (113.9225111 22.5555794)
37,22.5548879,113.9147171,4,POINT (113.9147171 22.5548879)
38,22.5527436,113.910968,4,POINT (113.910968 22.5527436)
39,22.5591166,113.9021045,3,POINT (113.9021045 22.5591166)
40,22.5766051,113.8829096,3,POINT (113.8829096 22.5766051)
41,22.5895684,113.8704657,3,POINT (113.8704657 22.5895684)
42,22.5914444,113.8692209,3,POINT (113.8692209 22.5914444)
43,22.5430254,114.0560157,3,POINT (114.0560157 22.5430254)
44,22.5422349,114.0559309,3,POINT (114.0559309 22.5422349)
45,22.6599053,113.9205081,3,POINT (113.9205081 22.6599053)
46,22.5764479,114.0604666,3,POINT (114.0604666 22.5764479)
47,22.5650143,114.0474324,3,POINT (114.0474324 22.5650143)
48,22.5583536,114.0909093,4,POINT (114.0909093 22.5583536)
49,22.6553791,114.1671447,3,POINT (114.1671447 22.6553791)
50,22.6499309,114.1639762,3,POINT (114.1639762 22.6499309)
51,22.6363071,114.1636944,3,POINT (114.1636944 22.6363071)
52,22.6305772,114.1679993,3,POINT (114.1679993 22.6305772)
53,22.6130437,114.1860739,3,POINT (114.1860739 22.6130437)
54,22.5964564,114.231161,3,POINT (114.231161 22.5964564)
55,22.6248793,114.0430109,3,POINT (114.0430109 22.6248793)
56,22.7663121,113.8450785,3,POINT (113.8450785 22.7663121)
57,22.7699054,113.8438245,3,POINT (113.8438245 22.7699054)
58,22.7943245,113.8319583,3,POINT (113.8319583 22.7943245)
59,22.5917356,114.270403,3,POINT (114.270403 22.5917356)
60,22.5906916,114.2750057,3,POINT (114.2750057 22.5906916)
61,22.601543,114.295866,3,POINT (114.295866 22.601543)
62,22.6035323,114.315521,3,POINT (114.315521 22.6035323)
63,22.5878447,113.871811,3,POINT (113.871811 22.5878447)
64,22.5526841,113.9069952,3,POINT (113.9069952 22.5526841)
65,22.5524995,113.9071899,3,POINT (113.9071899 22.5524995)
66,22.5492306,113.9090292,3,POINT (113.9090292 22.5492306)
67,22.5879499,113.872362,3,POINT (113.872362 22.5879499)
68,22.5919046,113.8774333,3,POINT (113.8774333 22.5919046)
69,22.5897111,113.8746747,3,POINT (113.8746747 22.5897111)
70,22.5252589,113.9253328,3,POINT (113.9253328 22.5252589)
71,22.5429267,113.9264576,3,POINT (113.9264576 22.5429267)
72,22.535601,113.992758,4,POINT (113.992758 22.535601)
73,22.5357174,113.9907755,3,POINT (113.9907755 22.5357174)
74,22.5359117,113.9896221,3,POINT (113.9896221 22.5359117)
75,22.5533565,113.912626,3,POINT (113.912626 22.5533565)
76,22.5547423,113.9148726,3,POINT (113.9148726 22.5547423)
77,22.5549944,113.943488,3,POINT (113.943488 22.5549944)
78,22.5558066,113.9485578,3,POINT (113.9485578 22.5558066)
79,22.5571195,113.9778798,3,POINT (113.9778798 22.5571195)
80,22.5472531,114.0910876,4,POINT (114.0910876 22.5472531)
81,22.5270499,113.9193216,3,POINT (113.9193216 22.5270499)
82,22.5259484,113.9228765,3,POINT (113.9228765 22.5259484)
83,22.5285296,113.9244485,3,POINT (113.9244485 22.5285296)
84,22.5298463,113.9244583,3,POINT (113.9244583 22.5298463)
85,22.5460211,113.9273794,3,POINT (113.9273794 22.5460211)
86,22.5544225,113.9287017,3,POINT (113.9287017 22.5544225)
87,22.5684006,113.929068,3,POINT (113.929068 22.5684006)
88,22.5668067,113.9264936,3,POINT (113.9264936 22.5668067)
89,22.5234188,113.9545483,3,POINT (113.9545483 22.5234188)
90,22.5250117,113.9297671,3,POINT (113.9297671 22.5250117)
91,22.525208,113.9278744,3,POINT (113.9278744 22.525208)
92,22.6200225,113.8542028,3,POINT (113.8542028 22.6200225)
93,22.6188149,113.8523632,3,POINT (113.8523632 22.6188149)
94,22.5492502,114.0888418,3,POINT (114.0888418 22.5492502)
95,22.7467383,113.820637,4,POINT (113.820637 22.7467383)
96,22.7459887,113.8205622,3,POINT (113.8205622 22.7459887)
97,22.7276972,113.8169133,3,POINT (113.8169133 22.7276972)
98,22.7235755,113.813906,3,POINT (113.813906 22.7235755)
99,22.6838826,113.8017865,3,POINT (113.8017865 22.6838826)
100,22.6712009,113.8009416,3,POINT (113.8009416 22.6712009)
101,22.6301727,113.831238,3,POINT (113.831238 22.6301727)
102,22.6071266,113.840322,4,POINT (113.840322 22.6071266)
103,22.5933663,113.8478075,3,POINT (113.8478075 22.5933663)
104,22.5712724,113.875832,4,POINT (113.875832 22.5712724)
105,22.5458762,113.9024135,3,POINT (113.9024135 22.5458762)
106,22.5446021,113.9043312,3,POINT (113.9043312 22.5446021)
107,22.5436095,113.9143313,3,POINT (113.9143313 22.5436095)
108,22.5434103,113.9149623,3,POINT (113.9149623 22.5434103)
109,22.5440259,113.9136274,3,POINT (113.9136274 22.5440259)
110,22.5826579,113.8791273,4,POINT (113.8791273 22.5826579)
111,22.5862099,113.8756265,3,POINT (113.8756265 22.5862099)
112,22.590945,113.8765011,3,POINT (113.8765011 22.590945)
113,22.6202562,113.8550988,3,POINT (113.8550988 22.6202562)
114,22.6203656,113.8545716,3,POINT (113.8545716 22.6203656)
115,22.6128401,113.8546873,3,POINT (113.8546873 22.6128401)
116,22.6052224,113.8659038,4,POINT (113.8659038 22.6052224)
117,22.6487754,113.8320579,3,POINT (113.8320579 22.6487754)
118,22.624866,113.846285,3,POINT (113.846285 22.624866)
119,22.573465,113.927611,3,POINT (113.927611 22.573465)
120,22.5647855,113.9289541,3,POINT (113.9289541 22.5647855)
121,22.5683965,113.9288965,3,POINT (113.9288965 22.5683965)
122,22.5675164,113.9289127,3,POINT (113.9289127 22.5675164)
123,22.5652071,113.9341328,3,POINT (113.9341328 22.5652071)
124,22.5646522,113.9310503,3,POINT (113.9310503 22.5646522)
125,22.5653161,113.9272889,3,POINT (113.9272889 22.5653161)
126,22.5475773,114.0677872,4,POINT (114.0677872 22.5475773)
127,22.5936007,113.8908125,3,POINT (113.8908125 22.5936007)
128,22.5933767,113.8880676,3,POINT (113.8880676 22.5933767)
129,22.592449,113.8787384,4,POINT (113.8787384 22.592449)
130,22.565414,113.9265212,3,POINT (113.9265212 22.565414)
131,22.563794,113.928978,3,POINT (113.928978 22.563794)
132,22.5671134,113.9255441,3,POINT (113.9255441 22.5671134)
133,22.5503963,113.9286928,3,POINT (113.9286928 22.5503963)
134,22.5401367,113.9270181,3,POINT (113.9270181 22.5401367)
135,22.5385593,113.9270441,3,POINT (113.9270441 22.5385593)
136,22.5432566,113.9269242,3,POINT (113.9269242 22.5432566)
137,22.5254557,113.9239695,3,POINT (113.9239695 22.5254557)
138,22.5251655,113.925365,3,POINT (113.925365 22.5251655)
139,22.5249388,113.9266508,3,POINT (113.9266508 22.5249388)
140,22.5245404,113.9298165,3,POINT (113.9298165 22.5245404)
141,22.5454144,114.0792369,4,POINT (114.0792369 22.5454144)
142,22.6255439,113.8578014,4,POINT (113.8578014 22.6255439)
143,22.6209145,113.8548756,4,POINT (113.8548756 22.6209145)
144,22.620713,113.854945,4,POINT (113.854945 22.620713)
145,22.5472169,114.0888692,3,POINT (114.0888692 22.5472169)
146,22.5661894,114.0575528,3,POINT (114.0575528 22.5661894)
147,22.5590806,113.98617,3,POINT (113.98617 22.5590806)
148,22.5551896,113.9442494,3,POINT (113.9442494 22.5551896)
149,22.5553662,113.9321433,3,POINT (113.9321433 22.5553662)
150,22.5579889,113.9290251,3,POINT (113.9290251 22.5579889)
151,22.5577881,114.0910491,3,POINT (114.0910491 22.5577881)
152,22.5421526,114.0533359,3,POINT (114.0533359 22.5421526)
153,22.6229114,113.8638198,3,POINT (113.8638198 22.6229114)
154,22.5913902,113.9008347,3,POINT (113.9008347 22.5913902)
155,22.6207969,113.8550352,4,POINT (113.8550352 22.6207969)
156,22.5653492,113.9344202,3,POINT (113.9344202 22.5653492)
157,22.6311037,113.8424325,3,POINT (113.8424325 22.6311037)
158,22.6933492,113.8280624,3,POINT (113.8280624 22.6933492)
159,22.6926306,113.8282352,3,POINT (113.8282352 22.6926306)
160,22.7010869,113.8274368,3,POINT (113.8274368 22.7010869)
161,22.7221322,113.8344105,3,POINT (113.8344105 22.7221322)
162,22.7469939,113.8206664,4,POINT (113.8206664 22.7469939)
163,22.7514977,113.7972678,4,POINT (113.7972678 22.7514977)
164,22.7212886,113.794634,4,POINT (113.794634 22.7212886)
165,22.7185322,113.80604,3,POINT (113.80604 22.7185322)
166,22.7169244,113.8104728,4,POINT (113.8104728 22.7169244)
167,22.5664321,113.9289224,3,POINT (113.9289224 22.5664321)
168,22.5664388,113.9290845,3,POINT (113.9290845 22.5664388)
169,22.5647891,113.9291176,3,POINT (113.9291176 22.5647891)
170,22.7384586,113.7885555,4,POINT (113.7885555 22.7384586)
171,22.7362139,113.7707271,4,POINT (113.7707271 22.7362139)
172,22.7367761,113.7753761,3,POINT (113.7753761 22.7367761)
173,22.7383674,113.7885513,4,POINT (113.7885513 22.7383674)
174,22.5562888,114.0909169,3,POINT (114.0909169 22.5562888)
175,22.5573691,114.0864861,3,POINT (114.0864861 22.5573691)
176,22.5552066,114.0888855,3,POINT (114.0888855 22.5552066)
177,22.5233987,113.957409,3,POINT (113.957409 22.5233987)
178,22.5235465,113.9559472,3,POINT (113.9559472 22.5235465)
179,22.5240979,113.9490457,3,POINT (113.9490457 22.5240979)
180,22.5235555,113.9489667,3,POINT (113.9489667 22.5235555)
181,22.5233568,113.950695,3,POINT (113.950695 22.5233568)
182,22.5301098,113.9498905,4,POINT (113.9498905 22.5301098)
183,22.5413711,113.9539736,3,POINT (113.9539736 22.5413711)
184,22.5565768,113.9540359,3,POINT (113.9540359 22.5565768)
185,22.5565525,113.9516459,3,POINT (113.9516459 22.5565525)
186,22.5434546,113.951248,3,POINT (113.951248 22.5434546)
187,22.5427938,113.9355131,3,POINT (113.9355131 22.5427938)
188,22.5423484,113.9307635,3,POINT (113.9307635 22.5423484)
189,22.5425222,113.928761,3,POINT (113.928761 22.5425222)
190,22.542366,113.930366,3,POINT (113.930366 22.542366)
191,22.5424234,113.9312725,3,POINT (113.9312725 22.5424234)
192,22.5424733,113.9299598,3,POINT (113.9299598 22.5424733)
193,22.5431495,113.9596067,4,POINT (113.9596067 22.5431495)
194,22.5425958,113.9595298,3,POINT (113.9595298 22.5425958)
195,22.538638,113.9589797,3,POINT (113.9589797 22.538638)
196,22.5407434,114.0817385,3,POINT (114.0817385 22.5407434)
197,22.5414692,114.091143,5,POINT (114.091143 22.5414692)
198,22.5282479,113.9776265,4,POINT (113.9776265 22.5282479)
199,22.5356781,113.9406294,4,POINT (113.9406294 22.5356781)
200,22.5295713,113.9735247,4,POINT (113.9735247 22.5295713)
201,22.534593,113.9591308,4,POINT (113.9591308 22.534593)
202,22.5425248,113.9405704,3,POINT (113.9405704 22.5425248)
203,22.5461772,113.9405327,4,POINT (113.9405327 22.5461772)
204,22.5430912,113.939481,3,POINT (113.939481 22.5430912)
205,22.5382243,114.0991829,3,POINT (114.0991829 22.5382243)
206,22.543433,114.099483,4,POINT (114.099483 22.543433)
207,22.5444302,114.0397861,4,POINT (114.0397861 22.5444302)
208,22.553516,114.033416,4,POINT (114.033416 22.553516)
209,22.5500899,113.9796876,3,POINT (113.9796876 22.5500899)
210,22.5463916,113.9847278,3,POINT (113.9847278 22.5463916)
211,22.5438231,113.9900346,3,POINT (113.9900346 22.5438231)
212,22.5561499,113.9555586,3,POINT (113.9555586 22.5561499)
213,22.5562089,113.9596035,3,POINT (113.9596035 22.5562089)
214,22.556676,113.964036,3,POINT (113.964036 22.556676)
215,22.5549399,113.940379,4,POINT (113.940379 22.5549399)
216,22.5427161,113.9337243,3,POINT (113.9337243 22.5427161)
217,22.5457902,113.9308737,4,POINT (113.9308737 22.5457902)
218,22.5568884,113.9707424,3,POINT (113.9707424 22.5568884)
219,22.5468287,113.9023024,3,POINT (113.9023024 22.5468287)
220,22.5492327,113.9054308,4,POINT (113.9054308 22.5492327)
221,22.5611423,113.983475,3,POINT (113.983475 22.5611423)
222,22.5609594,113.887541,3,POINT (113.887541 22.5609594)
223,22.5714716,113.8759824,4,POINT (113.8759824 22.5714716)
224,22.5723624,113.8748801,4,POINT (113.8748801 22.5723624)
225,22.5807454,113.8636865,4,POINT (113.8636865 22.5807454)
226,22.588069,113.8778582,3,POINT (113.8778582 22.588069)
227,22.5514385,113.9087632,3,POINT (113.9087632 22.5514385)
228,22.546349,113.9046651,3,POINT (113.9046651 22.546349)
229,22.549266,113.9057097,3,POINT (113.9057097 22.549266)
230,22.5314773,113.9047575,5,POINT (113.9047575 22.5314773)
231,22.5259754,113.904887,3,POINT (113.904887 22.5259754)
232,22.5263426,113.905045,3,POINT (113.905045 22.5263426)
233,22.526025,113.9104988,3,POINT (113.9104988 22.526025)
234,22.5354385,113.919993,4,POINT (113.919993 22.5354385)
235,22.5432435,113.9191287,4,POINT (113.9191287 22.5432435)
236,22.5430722,113.919143,4,POINT (113.919143 22.5430722)
237,22.5458944,113.9271348,3,POINT (113.9271348 22.5458944)
238,22.5431211,113.9249835,3,POINT (113.9249835 22.5431211)
239,22.5567717,114.0438439,4,POINT (114.0438439 22.5567717)
240,22.5568907,114.0624934,3,POINT (114.0624934 22.5568907)
241,22.651249,113.8312991,3,POINT (113.8312991 22.651249)
242,22.8212419,113.8829372,3,POINT (113.8829372 22.8212419)
243,22.7109235,113.9569087,3,POINT (113.9569087 22.7109235)
244,22.6984586,113.9611704,3,POINT (113.9611704 22.6984586)
245,22.677637,113.9766305,3,POINT (113.9766305 22.677637)
246,22.6197972,114.0083035,3,POINT (114.0083035 22.6197972)
247,22.5943318,114.0103691,3,POINT (114.0103691 22.5943318)
248,22.565275,114.0135251,3,POINT (114.0135251 22.565275)
249,22.5082536,113.9459821,3,POINT (113.9459821 22.5082536)
250,22.5081634,113.9348723,3,POINT (113.9348723 22.5081634)
251,22.5074784,113.9272377,3,POINT (113.9272377 22.5074784)
252,22.4932114,113.9300896,4,POINT (113.9300896 22.4932114)
253,22.4861306,113.9079124,3,POINT (113.9079124 22.4861306)
254,22.4809686,113.8994872,3,POINT (113.8994872 22.4809686)
255,22.4806703,113.8990754,4,POINT (113.8990754 22.4806703)
256,22.5055425,113.8895968,4,POINT (113.8895968 22.5055425)
257,22.5250085,113.9050321,3,POINT (113.9050321 22.5250085)
258,22.5081568,113.9384694,3,POINT (113.9384694 22.5081568)
259,22.5080387,113.9271528,4,POINT (113.9271528 22.5080387)
260,22.4848728,113.9300666,3,POINT (113.9300666 22.4848728)
261,22.4868092,113.9247943,4,POINT (113.9247943 22.4868092)
262,22.7636065,114.029818,3,POINT (114.029818 22.7636065)
263,22.7303757,114.034896,3,POINT (114.034896 22.7303757)
264,22.5454571,114.0911119,4,POINT (114.0911119 22.5454571)
265,22.5454581,114.0912546,3,POINT (114.0912546 22.5454581)
266,22.5456178,114.0841393,4,POINT (114.0841393 22.5456178)
267,22.5567015,114.0293474,4,POINT (114.0293474 22.5567015)
268,22.5246529,113.9243538,3,POINT (113.9243538 22.5246529)
269,22.5136362,113.9210713,3,POINT (113.9210713 22.5136362)
270,22.5210994,113.9173027,4,POINT (113.9173027 22.5210994)
271,22.5239989,113.9287216,3,POINT (113.9287216 22.5239989)
272,22.5904218,113.8806826,4,POINT (113.8806826 22.5904218)
273,22.5248483,113.904823,3,POINT (113.904823 22.5248483)
274,22.5312788,114.0721434,3,POINT (114.0721434 22.5312788)
275,22.5312725,114.0718531,3,POINT (114.0718531 22.5312725)
276,22.5303866,114.071861,3,POINT (114.071861 22.5303866)
277,22.5233992,113.9530017,3,POINT (113.9530017 22.5233992)
278,22.524294,113.9880582,3,POINT (113.9880582 22.524294)
279,22.5279893,113.9951276,3,POINT (113.9951276 22.5279893)
280,22.5315228,114.0592761,3,POINT (114.0592761 22.5315228)
281,22.5316996,114.0703307,3,POINT (114.0703307 22.5316996)
282,22.5317589,114.0738513,3,POINT (114.0738513 22.5317589)
283,22.5129776,113.927513,4,POINT (113.927513 22.5129776)
284,22.4871555,113.909758,3,POINT (113.909758 22.4871555)
285,22.5470592,114.0785962,3,POINT (114.0785962 22.5470592)
286,22.5470632,114.0792254,3,POINT (114.0792254 22.5470632)
287,22.6057722,114.2994082,4,POINT (114.2994082 22.6057722)
288,22.6022317,114.2958174,3,POINT (114.2958174 22.6022317)
289,22.5674517,114.2262584,3,POINT (114.2262584 22.5674517)
290,22.5668991,114.2259536,3,POINT (114.2259536 22.5668991)
291,22.607031,114.3220221,3,POINT (114.3220221 22.607031)
292,22.5178577,113.9220025,4,POINT (113.9220025 22.5178577)
293,22.5374461,114.0881992,3,POINT (114.0881992 22.5374461)
294,22.5657402,114.0390344,3,POINT (114.0390344 22.5657402)
295,22.5249453,113.9332509,3,POINT (113.9332509 22.5249453)
296,22.5602436,113.8728719,4,POINT (113.8728719 22.5602436)
297,22.5633237,113.8764399,4,POINT (113.8764399 22.5633237)
298,22.5903708,113.8926971,4,POINT (113.8926971 22.5903708)
299,22.5844752,113.88136,4,POINT (113.88136 22.5844752)
300,22.7280211,114.0366986,3,POINT (114.0366986 22.7280211)
301,22.721567,114.0408677,3,POINT (114.0408677 22.721567)
302,22.5519155,114.1183541,2,POINT (114.1183541 22.5519155)
303,22.5619088,114.13172,4,POINT (114.13172 22.5619088)
304,22.5618611,114.1312051,3,POINT (114.1312051 22.5618611)
305,22.5512182,114.1179832,2,POINT (114.1179832 22.5512182)
306,22.5568555,114.1156704,3,POINT (114.1156704 22.5568555)
307,22.5504501,114.1145918,1,POINT (114.1145918 22.5504501)
308,22.5459787,114.1136781,4,POINT (114.1136781 22.5459787)
309,22.5525207,114.1258934,3,POINT (114.1258934 22.5525207)
310,22.5479998,114.125986,4,POINT (114.125986 22.5479998)
311,22.545151,114.1260223,4,POINT (114.1260223 22.545151)
312,22.5548334,114.1302464,3,POINT (114.1302464 22.5548334)
313,22.5491996,114.1334101,3,POINT (114.1334101 22.5491996)
314,22.5475147,114.1231015,3,POINT (114.1231015 22.5475147)
315,22.5519764,114.1222532,3,POINT (114.1222532 22.5519764)
316,22.5470083,114.1080003,4,POINT (114.1080003 22.5470083)
317,22.5428108,114.115885,4,POINT (114.115885 22.5428108)
318,22.5398379,114.1166543,3,POINT (114.1166543 22.5398379)
319,22.5436124,114.1180857,4,POINT (114.1180857 22.5436124)
320,22.5530923,114.1042238,4,POINT (114.1042238 22.5530923)
321,22.5569837,114.1211968,3,POINT (114.1211968 22.5569837)
322,22.5586105,114.1349762,4,POINT (114.1349762 22.5586105)
323,22.56527,114.1398083,1,POINT (114.1398083 22.56527)
324,22.5662633,114.0945204,4,POINT (114.0945204 22.5662633)
325,22.5646796,114.0945546,4,POINT (114.0945546 22.5646796)
326,22.5273745,114.0385653,4,POINT (114.0385653 22.5273745)
327,22.5544751,114.1596385,1,POINT (114.1596385 22.5544751)
328,22.5178725,114.0593271,1,POINT (114.0593271 22.5178725)
329,22.5318565,114.0613304,3,POINT (114.0613304 22.5318565)
330,22.7053837,113.8846742,3,POINT (113.8846742 22.7053837)
331,22.7332235,113.8834018,3,POINT (113.8834018 22.7332235)
332,22.7901998,113.8679265,3,POINT (113.8679265 22.7901998)
333,22.5233722,113.9838525,3,POINT (113.9838525 22.5233722)
334,22.5233364,113.9816226,3,POINT (113.9816226 22.5233364)
335,22.5302353,113.9934075,3,POINT (113.9934075 22.5302353)
336,22.5271274,113.9929481,3,POINT (113.9929481 22.5271274)
337,22.5263743,113.99167,3,POINT (113.99167 22.5263743)
338,22.5286799,113.9954478,3,POINT (113.9954478 22.5286799)
339,22.5301848,113.993588,3,POINT (113.993588 22.5301848)
340,22.5250961,113.9908814,3,POINT (113.9908814 22.5250961)
341,22.5268054,113.9938913,3,POINT (113.9938913 22.5268054)
342,22.5253362,113.9895678,3,POINT (113.9895678 22.5253362)
343,22.5229673,113.9823625,3,POINT (113.9823625 22.5229673)
344,22.5307911,114.013491,3,POINT (114.013491 22.5307911)
345,22.5299744,114.0096796,3,POINT (114.0096796 22.5299744)
346,22.5304102,114.0024377,3,POINT (114.0024377 22.5304102)
347,22.5297139,114.0097378,4,POINT (114.0097378 22.5297139)
348,22.5305554,114.0124529,3,POINT (114.0124529 22.5305554)
349,22.5313862,114.0164887,3,POINT (114.0164887 22.5313862)
350,22.5319251,114.0151616,3,POINT (114.0151616 22.5319251)
351,22.5332197,114.0119804,4,POINT (114.0119804 22.5332197)
352,22.5323075,114.0128856,3,POINT (114.0128856 22.5323075)
353,22.52834,114.0163789,3,POINT (114.0163789 22.52834)
354,22.5310811,114.0126238,3,POINT (114.0126238 22.5310811)
355,22.5283121,114.0161915,3,POINT (114.0161915 22.5283121)
356,22.5344458,114.0115562,3,POINT (114.0115562 22.5344458)
357,22.5375324,114.0137571,3,POINT (114.0137571 22.5375324)
358,22.5347764,114.0142705,3,POINT (114.0142705 22.5347764)
359,22.5414253,114.0077977,3,POINT (114.0077977 22.5414253)
360,22.5382437,114.0106931,3,POINT (114.0106931 22.5382437)
361,22.5363475,114.0117703,3,POINT (114.0117703 22.5363475)
362,22.5349681,114.0117951,3,POINT (114.0117951 22.5349681)
363,22.5368664,114.0099263,3,POINT (114.0099263 22.5368664)
364,22.5348294,114.0117304,3,POINT (114.0117304 22.5348294)
365,22.5370909,114.0112349,3,POINT (114.0112349 22.5370909)
366,22.5367299,114.0083083,3,POINT (114.0083083 22.5367299)
367,22.5367555,114.0092768,3,POINT (114.0092768 22.5367555)
368,22.5373632,114.0127584,3,POINT (114.0127584 22.5373632)
369,22.537688,114.014627,3,POINT (114.014627 22.537688)
370,22.5394905,114.0104956,3,POINT (114.0104956 22.5394905)
371,22.5385794,114.0112056,3,POINT (114.0112056 22.5385794)
372,22.5378182,114.0120121,3,POINT (114.0120121 22.5378182)
373,22.5325343,114.0122388,3,POINT (114.0122388 22.5325343)
374,22.5301531,114.0105404,3,POINT (114.0105404 22.5301531)
375,22.536338,114.0129359,3,POINT (114.0129359 22.536338)
376,22.5357306,114.0137605,3,POINT (114.0137605 22.5357306)
377,22.5413522,114.0081858,3,POINT (114.0081858 22.5413522)
378,22.5382574,114.0154917,3,POINT (114.0154917 22.5382574)
379,22.538263,114.0148209,3,POINT (114.0148209 22.538263)
380,22.5372276,114.0092203,3,POINT (114.0092203 22.5372276)
381,22.5392118,114.0096998,3,POINT (114.0096998 22.5392118)
382,22.5372259,114.0084778,3,POINT (114.0084778 22.5372259)
383,22.5374249,114.0096265,4,POINT (114.0096265 22.5374249)
384,22.5263675,114.0326051,4,POINT (114.0326051 22.5263675)
385,22.5284642,114.0287734,3,POINT (114.0287734 22.5284642)
386,22.5298648,114.0267647,3,POINT (114.0267647 22.5298648)
387,22.5319733,114.0208578,3,POINT (114.0208578 22.5319733)
388,22.5313195,114.026621,3,POINT (114.026621 22.5313195)
389,22.5323265,114.0206723,3,POINT (114.0206723 22.5323265)
390,22.5322801,114.022539,3,POINT (114.022539 22.5322801)
391,22.5321667,114.0205577,3,POINT (114.0205577 22.5321667)
392,22.5263019,114.0327186,4,POINT (114.0327186 22.5263019)
393,22.5319019,114.0179865,3,POINT (114.0179865 22.5319019)
394,22.5315693,114.0172987,3,POINT (114.0172987 22.5315693)
395,22.5305246,114.0274194,3,POINT (114.0274194 22.5305246)
396,22.5289666,114.0280019,3,POINT (114.0280019 22.5289666)
397,22.5302857,114.0284678,3,POINT (114.0284678 22.5302857)
398,22.529894,114.0112071,3,POINT (114.0112071 22.529894)
399,22.530148,114.012353,3,POINT (114.012353 22.530148)
400,22.530401,114.0135401,3,POINT (114.0135401 22.530401)
401,22.5307475,114.0144951,3,POINT (114.0144951 22.5307475)
402,22.5312399,114.0248377,3,POINT (114.0248377 22.5312399)
403,22.531968,114.0239888,3,POINT (114.0239888 22.531968)
404,22.5317494,114.0232259,3,POINT (114.0232259 22.5317494)
405,22.5235996,114.037575,4,POINT (114.037575 22.5235996)
406,22.539334,114.0212141,3,POINT (114.0212141 22.539334)
407,22.5395752,114.0226556,3,POINT (114.0226556 22.5395752)
408,22.5401056,114.0230128,3,POINT (114.0230128 22.5401056)
409,22.5420524,114.0228495,3,POINT (114.0228495 22.5420524)
410,22.5387775,114.0201625,3,POINT (114.0201625 22.5387775)
411,22.5387576,114.0206443,3,POINT (114.0206443 22.5387576)
412,22.5389203,114.0215737,3,POINT (114.0215737 22.5389203)
413,22.5155692,114.0570571,3,POINT (114.0570571 22.5155692)
414,22.53285,114.0444805,3,POINT (114.0444805 22.53285)
415,22.5299079,114.0446811,3,POINT (114.0446811 22.5299079)
416,22.5314857,114.0457621,3,POINT (114.0457621 22.5314857)
417,22.5309887,114.03998,3,POINT (114.03998 22.5309887)
418,22.5304322,114.029682,3,POINT (114.029682 22.5304322)
419,22.5301136,114.0306843,3,POINT (114.0306843 22.5301136)
420,22.5300425,114.0315889,3,POINT (114.0315889 22.5300425)
421,22.5304832,114.0371291,3,POINT (114.0371291 22.5304832)
422,22.5312996,114.0456007,3,POINT (114.0456007 22.5312996)
423,22.526315,114.0447975,3,POINT (114.0447975 22.526315)
424,22.5132968,114.0499357,3,POINT (114.0499357 22.5132968)
425,22.5135197,114.0517399,1,POINT (114.0517399 22.5135197)
426,22.5145259,114.054688,3,POINT (114.054688 22.5145259)
427,22.5312165,114.0473224,3,POINT (114.0473224 22.5312165)
428,22.530287,114.0448629,3,POINT (114.0448629 22.530287)
429,22.5328534,114.0446171,3,POINT (114.0446171 22.5328534)
